,Text
419,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Casoeûla ### Output:{'ingredients': '[\'Costine di maiale\', \'Cotenna di suino\', \'Carne di suino\', \'Carne di suino\', \'Verzini\', \'Salsiccia\', \'Verza\', \'Sedano\', \'Carote\', \'Cipolle\', \'Passata di pomodoro\', \'Brodo di carne\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva"", \'Burro\']', 'description': 'Casoeüla is a pork-based dish that typically includes several cuts of pig, such as spareribs, pork belly, and pork meat. The dish is further enriched with sausages and savoy cabbage, along with a mix of vegetables including celery, carrots, and onions. The combination is slow-cooked in a tomato passata and meat broth, seasoned with fine salt, black pepper, and flavored with olive oil and butter.', 'allergen': ""['Cereals', 'SOYBEAN', 'Celery']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
420,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Falafel di ceci (Felafel) ### Output:{'ingredients': ""['Ceci secchi', 'Cipolle', 'Aglio', 'Cumino', 'Prezzemolo', 'Sale fino', 'Pepe nero', 'Olio di semi di arachide']"", 'description': '""Falafel di ceci"", also known as felafel, is a dish made from chickpeas (or ""ceci secchi"" in Italian). The other ingredients include onions, garlic, cumin, parsley, fine salt, black pepper, and peanut oil.', 'allergen': ""['Peanuts', 'Nuts']"", 'Additional_information': ""['Vegan', 'Gluten free']""}"
421,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Crostini rustici di polenta ### Output:{'ingredients': '[\'Polenta istantanea\', \'Acqua\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Fontina\', \'Speck\', \'Salsiccia\', \'Stracchino\', \'Vino rosso\', \'Semi di finocchio\']', 'description': 'This dish, called ""Crostini rustici di polenta,"" is a rustic recipe that features polenta as its base. The polenta is prepared using instant polenta, water, olive oil, and salt. Once ready, it is topped with a combination of ingredients that include fontina cheese, speck, sausage, stracchino cheese, and fennel seeds. The crostini is then finished with a red wine reduction.', 'allergen': ""['Latte']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
422,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Costine glassate con salsa bbq ### Output:{'ingredients': '[\'Costine di maiale\', \'Paprika dolce\', \'Peperoncino\', \'Aglio in polvere\', \'Senape gialla in polvere\', \'Cumino\', \'Sale fino\', \'Cipolle dorate\', \'Aglio\', \'Zucchero di canna\', \'Sciroppo di acero\', \'Ketchup\', \'Paprika piccante\', \'Paprika dolce\', \'Aceto di mele\', \'Senape\', \'Worcestershire sauce\', \'Pepe nero\', \'Sale fino\', ""Olio extravergine d\'oliva""]', 'description': 'The dish ""Costine glassate con salsa bbq"" features glazed pork ribs with a homemade BBQ sauce. The sauce is made with a blend of sweet and spicy paprika, garlic powder, mustard powder, cumin, and a mix of sautéed onions, garlic, brown sugar, maple syrup, ketchup, apple cider vinegar, mustard, Worcestershire sauce, black pepper, and salt. The pork ribs are cooked to perfection and generously basted with the savory and slightly sweet BBQ sauce.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy']""}"
423,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Gulash Ungherese ### Output:{'ingredients': '[\'Manzo\', \'Brodo di carne\', \'Patate\', \'Cipolle\', \'Peperoni verdi a cornetto\', \'Pomodori ramati\', \'Aglio\', \'Paprika dolce\', \'Semi di cumino\', ""Olio extravergine d\'oliva"", \'Sale fino\']', 'description': '""Gulash Ungherese"" is a traditional Hungarian dish made with tender beef slow-cooked in rich meat broth, accompanied by potatoes, onions, and sweet bell peppers. The dish is enriched with sun-ripened tomatoes, garlic, sweet paprika, and cumin seeds, all simmered in high-quality extra virgin olive oil and finished with fine salt.', 'allergen': ""['Sulfur dioxide and sulphites']"", 'Additional_information': ""['Spicy', 'Gluten free']""}"
424,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta soffice al limone ### Output:{'ingredients': ""['Farina 00', 'Zucchero', 'Uova', 'Olio di semi', 'Succo di limone', 'Scorza di limone', 'Lievito in polvere per dolci', 'Sale fino', 'Burro', 'Zucchero a velo']"", 'description': '""Torta soffice al limone"" is a light and airy Italian lemon cake made using fine flour, sugar, eggs, vegetable oil, lemon juice, lemon zest, baking powder, fine salt, and butter, finished with a dusting of powdered sugar.', 'allergen': ""['Cereals', 'Egg', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Sesame seeds']"", 'Additional_information': ""['Vegetarian']""}"
425,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Fegato alla veneziana ### Output:{'ingredients': '[\'Fegato di vitello\', \'Cipolle bianche\', \'Salvia\', ""Olio extravergine d\'oliva"", \'Burro\', \'Aceto di vino bianco\', \'Pepe nero\', \'Sale fino\', \'Acqua\']', 'description': '""Fegato alla veneziana"" is a traditional Venetian dish made with calf\'s liver, sautéed white onions, sage, extra virgin olive oil, butter, white wine vinegar, black pepper, and fine salt.', 'allergen': ""['Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free']""}"
426,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Mezze maniche al tonno ### Output:{'ingredients': '[\'Mezze Maniche Rigate\', ""Tonno sott\'olio"", \'Passata di pomodoro\', \'Aglio\', \'Prezzemolo\', \'Peperoncino fresco\', \'Sale\', ""Olio extravergine d\'oliva"", ""Acciughe sott\'olio""]', 'description': 'This dish, ""Mezze maniche al tonno,"" features mezze maniche rigate pasta tossed in a sauce of tuna in olive oil, tomato passata, garlic, parsley, fresh chili pepper, and a pinch of salt. Olive oil and anchovies in olive oil are also used in the preparation, enhancing the dish\'s flavors.', 'allergen': ""['Fish', 'Sulfur dioxide and sulphites']"", 'Additional_information': '[]'}"
427,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Gamberi alla catalana ### Output:{'ingredients': '[\'Gamberi\', \'Rucola\', \'Cipolle rosse\', \'Pomodorini ciliegino\', \'Aceto di vino bianco\', ""Olio extravergine d\'oliva"", \'Basilico\', \'Sale fino\']', 'description': '""Gamberi alla catalana"" is a dish that features succulent shrimp, peppery arugula, sweet red onions, and cherry tomatoes, all tossed in a tangy white wine vinegar and extra virgin olive oil dressing, and finished with fresh basil and fine salt.', 'allergen': ""['Crustaceans']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
428,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Creme brulèe ### Output:{'ingredients': ""['Panna fresca liquida', 'Latte', 'Tuorli', 'Zucchero', 'Baccello di vaniglia', 'Zucchero']"", 'description': 'A rich and creamy dessert, Crème Brulée is a delightful combination of smooth, liquid heavy cream and milk, enriched with egg yolks, sweetened with sugar, and infused with the aroma of vanilla beans. The final touch involves caramelizing a layer of sugar on top, creating a delightful contrast in texture and flavor.', 'allergen': ""['Egg', 'Latte']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
429,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto alla parmigiana ### Output:{'ingredients': '[\'Riso Carnaroli\', \'Burro\', \'Parmigiano Reggiano DOP\', \'Brodo di carne\', \'Cipolle bianche\', ""Olio extravergine d\'oliva"", \'Sale fino\']', 'description': '""Risotto alla Parmigiana"" is a classic Italian dish made with Carnaroli rice, cooked in a rich meat broth and infused with the flavors of sautéed white onions, olive oil, and grated Parmigiano Reggiano cheese. The dish is finished with a touch of fine salt to enhance its savory taste.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
430,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Risotto zucca e gorgonzola ### Output:{'ingredients': '[\'Riso Carnaroli\', \'Zucca delica\', \'Gorgonzola\', \'Cipolle dorate\', \'Burro\', \'Vino bianco\', ""Olio extravergine d\'oliva"", \'Rosmarino\', \'Sale fino\', \'Pepe nero\', \'Acqua\', \'Sedano\', \'Cipolle dorate\', \'Carote\', \'Prezzemolo\', \'Sale fino\']', 'description': 'Risotto zucca e gorgonzola is a dish made with Carnaroli rice, delica pumpkin, gorgonzola cheese, and golden onions. It also includes butter, white wine, extra virgin olive oil, rosemary, fine salt, black pepper, water, celery, and carrots.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Vegetarian']""}"
431,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Involtini di verza ### Output:{'ingredients': ""['Riso Carnaroli', 'Verza', 'Salsiccia', 'Sedano', 'Carote', 'Cipolle dorate', 'Olio di oliva', 'Burro', 'Brodo vegetale', 'Sale fino', 'Pepe nero', 'Grana Padano DOP', 'Timo', 'Vino bianco']"", 'description': 'Involtini di verza are delicious rolls made using savoy cabbage leaves filled with a combination of Carnaroli rice, Italian sausage, and a mix of sautéed diced celery, carrots, and golden onions. The dish is gently cooked in a mixture of olive oil, butter, and vegetable broth, seasoned with fine salt, black pepper, and a hint of thyme. It is finally topped with Grana Padano DOP cheese and a splash of white wine, making every bite a true Italian culinary delight.', 'allergen': ""['Cereals', 'Latte']"", 'Additional_information': ""['Vegan', 'Vegetarian']""}"
432,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pasta allo scarpariello ### Output:{'ingredients': '[\'Spaghetti\', \'Pomodorini datterini\', \'Pecorino romano\', \'Parmigiano Reggiano DOP\', \'Basilico\', \'Peperoncino fresco\', ""Olio extravergine d\'oliva"", \'Aglio\', \'Sale fino\']', 'description': '""Pasta allo scarpariello"" is a dish featuring spaghetti in a sauce made from datterini tomatoes, flavored with pecorino romano and parmigiano reggiano cheeses, fresh basil, fresh chili pepper, extra virgin olive oil, garlic, and fine salt.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Spicy', 'Vegetarian']""}"
433,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Filetto di maiale in crosta ### Output:{'ingredients': '[\'Farina 00\', \'Burro\', \'Acqua\', \'Sale fino\', \'Filetto di maiale\', \'Pancetta dolce\', \'Senape di Digione\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Rosmarino\', \'Aglio\', \'Uova\']', 'description': '""Filetto di maiale in crosta"" is a dish that features a pork tenderloin coated in a crust. The crust is made from a combination of fine flour, butter, water, and fine salt. The pork is seasoned with fine salt, black pepper, rosemary, and garlic, and is combined with sweet pancetta, Dijon mustard, olive oil, and eggs.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
434,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Polipetti Affogati ### Output:{'ingredients': '[\'Polpetti\', \'Pomodori pelati\', \'Peperoncino\', \'Aglio\', \'Prezzemolo\', \'Vino bianco\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\']', 'description': '""Polipetti Affogati"" are a dish made with baby octopus, crushed tomatoes, chili peppers, garlic, parsley, white wine, extra virgin olive oil, fine salt, and black pepper.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Spicy']""}"
435,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Spaghetti alla Nerano ### Output:{'ingredients': '[\'Spaghetti\', \'Provolone\', \'Zucchine\', \'Basilico\', \'Parmigiano Reggiano DOP\', \'Sale fino\', \'Pepe nero\', \'Aglio\', ""Olio extravergine d\'oliva"", ""Olio extravergine d\'oliva""]', 'description': '""Spaghetti alla Nerano"" is a dishes that features spaghetti as its pasta base, combined with the distinct flavors of Provolone and Parmigiano Reggiano DOP cheeses. The dish also includes zucchini, fresh basil, garlic, and fine salt, all brought together with the use of high-quality extra virgin olive oil. A touch of black pepper adds an extra layer of depth to the overall taste.', 'allergen': ""['Egg']"", 'Additional_information': ""['Vegetarian']""}"
436,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Baccalà alla vicentina ### Output:{'ingredients': '[\'Stoccafisso\', \'Cipolle bianche\', \'Sarde sotto sale\', \'Farina 00\', \'Sale grosso\', \'Latte intero\', \'Grana Padano DOP\', \'Pepe nero\', ""Olio extravergine d\'oliva"", \'Prezzemolo\']', 'description': '""Baccalà alla vicentina"" is a traditional dish from the Vicenza region in Italy. It features salted cod (Stoccafisso) slow-cooked with white onions (Cipolle bianche), sardines (Sarde sotto sale), and flour (Farina 00). The ingredients are combined with coarse salt (Sale grosso), whole milk (Latte intero), Grana Padano cheese, black pepper (Pepe nero), extra virgin olive oil (Olio extravergine d\'oliva), and parsley (Prezzemolo), creating a rich and savory meal.', 'allergen': ""['Fish', 'Latte']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
437,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Caponata ### Output:{'ingredients': '[\'Melanzane\', \'Sedano\', \'Cipolle bianche\', \'Pomodori ramati\', \'Olive verdi in salamoia\', \'Capperi sotto sale\', \'Pinoli\', \'Zucchero\', \'Aceto di vino bianco\', \'Basilico\', \'Concentrato di pomodoro\', ""Olio extravergine d\'oliva"", \'Sale fino\', ""Olio extravergine d\'oliva""]', 'description': ""Caponata is a traditional Italian dish made with melanzane (eggplant), sedano (celery), cipolle bianche (white onions), pomodori ramati (plum tomatoes), olive verdi in salamoia (green olives in brine), capperi sotto sale (pickled capers), pinoli (pine nuts), zucchero (sugar), aceto di vino bianco (white wine vinegar), basilico (basil), concentrato di pomodoro (tomato concentrate), olio extravergine d'oliva (extra virgin olive oil), sale fino (fine salt). This dish features a rich, tangy, and slightly sweet flavor profile, typically served as a side dish or appetizer, and often accompanied by crusty bread."", 'allergen': ""['Sulfur dioxide and sulphites']"", 'Additional_information': ""['Vegan', 'Gluten free', 'Vegetarian']""}"
438,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Roselline di sfoglia e mele ### Output:{'ingredients': ""['Pasta Sfoglia', 'Mele Fuji', 'Confettura di albicocche', 'Zucchero a velo', 'Zucchero di canna', 'Burro']"", 'description': '""Roselline di sfoglia e mele"" features delicate layers of puff pastry wrapped around sweet Fuji apples, enhanced with a touch of apricot jam and a dusting of powdered and cane sugars, accented by hints of buttery goodness.', 'allergen': ""['Cereals', 'Latte', 'Sesame seeds', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Vegetarian']""}"
439,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Mostaccioli napoletani ### Output:{'ingredients': '[\'Farina 00\', \'Zucchero\', \'Acqua\', \'Granella di mandorle\', \'Cacao amaro in polvere\', ""Scorza d\'arancia"", \'Pisto\', \'Ammoniaca per dolci\', \'Cioccolato fondente\']', 'description': '""Mostaccioli napoletani"" is a traditional Neapolitan dessert made using ""Farina 00"", ""Zucchero"", ""Acqua"", ""Granella di mandorle"", ""Cacao amaro in polvere"", ""Scorza d\'arancia"", ""Pisto"", ""Ammoniaca per dolci"", and ""Cioccolato fondente"". The ingredients come together to create a delicious and unique flavor that is both sweet and savory.', 'allergen': ""['Cereals', 'Nuts', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Vegetarian']""}"
440,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Verdure al forno ### Output:{'ingredients': '[\'Patate\', \'Zucchine\', \'Carote\', \'Melanzane\', \'Peperoni rossi\', \'Cipolle rosse\', \'Aglio\', ""Olio extravergine d\'oliva"", \'Pecorino\', \'Pangrattato\', \'Prezzemolo\', \'Sale\', \'Pepe\']', 'description': '""Verdure al forno"" is a oven-baked dish featuring a medley of sliced potatoes, zucchini, carrots, eggplant, red bell peppers, and red onions, seasoned with garlic, extra virgin olive oil, pecorino cheese, breadcrumbs, parsley, salt, and pepper.', 'allergen': ""['Sulfur dioxide and sulphites']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
441,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Torta al latte caldo al cacao ### Output:{'ingredients': ""['Farina 00', 'Cacao amaro in polvere', 'Zucchero', 'Burro', 'Latte intero', 'Uova', 'Lievito in polvere per dolci', 'Sale fino']"", 'description': 'The Italian dessert, ""Torta al latte caldo al cacao,"" is a rich, warm chocolate cake made with all-purpose flour, bitter cocoa powder, sugar, butter, whole milk, eggs, baking powder, and fine salt.', 'allergen': ""['Cereals', 'Egg', 'Latte']"", 'Additional_information': ""['Spicy', 'Vegan', 'Vegetarian']""}"
442,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Fiori di zucca in pastella ### Output:{'ingredients': ""['Fiori di zucca', 'Sale fino', 'Olio di semi di arachide', 'Acqua', 'Farina 00', 'Lievito di birra fresco', 'Sale fino', 'Zucchero', 'Acqua', 'Farina 00', 'Tuorli']"", 'description': '""Fiori di zucca in pastella"" are crispy, deep-fried zucchini flowers. The flowers are coated in a light, airy batter made from flour, yeast, water, and eggs, and then fried to golden perfection in vegetable oil. A sprinkle of fine salt adds an extra touch of flavor to this classic Italian dish.', 'allergen': ""['Egg', 'Peanuts', 'Nuts', 'Sesame seeds']"", 'Additional_information': ""['Vegetarian']""}"
443,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Salame di cioccolato senza uova ### Output:{'ingredients': ""['Burro', 'Zucchero a velo', 'Cioccolato fondente', 'Biscotti secchi', 'Pistacchi', 'Grand Marnier', 'Zucchero a velo']"", 'description': '""Salame di Cioccolato Senza Uova"" is a chocolate-based Italian dessert, often referred to as a ""chocolate salami"" but without the use of eggs. Its name comes from its log-like appearance, which resembles a salami. The main ingredients include butter, powdered sugar, dark chocolate, plain biscuits, pistachios, and Grand Marnier. Despite its name, this dessert is egg-free.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Mustard', 'Sesame seeds', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
444,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Quiche Lorraine ### Output:{'ingredients': ""['Burro', 'Farina 00', 'Uova', 'Sale grosso', 'Panna fresca liquida', 'Pancetta (tesa)', 'Groviera', 'Uova', 'Tuorli', 'Sale fino', 'Pepe nero', 'Noce moscata']"", 'description': 'Quiche Lorraine is a classic French dish made with a blend of ingredients including butter, flour, eggs, coarse salt, heavy cream, pancetta, Gruyère cheese, eggs, egg yolks, fine salt, black pepper, and nutmeg.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': '[]'}"
445,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pesto alla Genovese ### Output:{'ingredients': '[\'Basilico\', ""Olio extravergine d\'oliva"", \'Parmigiano Reggiano DOP\', \'Pecorino sardo\', \'Pinoli\', \'Aglio\', \'Sale grosso\']', 'description': '""Pesto alla Genovese"" is a traditional sauce from Genoa, Italy, characterized by its bright green color and fresh, aromatic flavor. Classic ingredients include high-quality olive oil, fresh basil, garlic, Parmigiano Reggiano cheese, Pecorino sardo cheese, pine nuts, and coarse salt. This versatile sauce is often tossed with pasta, spread on bruschetta, or used as a culinary accompaniment to elevate various dishes.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Vegetarian']""}"
446,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Pasta brisè ### Output:{'ingredients': ""['Burro', 'Farina 00', 'Acqua', 'Sale fino']"", 'description': '""Pasta Brisè"" is a type of Italian pastry crust typically made from a combination of flour, butter, water, and fine salt.', 'allergen': ""['Cereals']"", 'Additional_information': ""['Vegetarian']""}"
447,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Minestrone di verdure ### Output:{'ingredients': '[\'Carote\', \'Cipolle rosse\', \'Zucchine bianche\', \'Patate\', \'Sale fino\', \'Pepe nero\', \'Sedano\', \'Pomodori ramati\', \'Fagioli borlotti\', \'Zucca\', ""Olio extravergine d\'oliva"", \'Porri\', \'Cavolfiore\', \'Pisellini\', \'Rosmarino\', \'Alloro\', \'Acqua\', ""Olio extravergine d\'oliva""]', 'description': 'Minestrone di verdure is a hearty and healthy vegetable soup, which typically includes carrots, red onions, zucchini, potatoes, fine salt, black pepper, celery, ripe tomatoes, borlotti beans, pumpkin, extra virgin olive oil, leeks, cauliflower, peas, rosemary, bay leaves, and water. This Italian classic is both flavorful and nutritious.', 'allergen': ""['Celery']"", 'Additional_information': ""['Vegan', 'Gluten free', 'Vegetarian']""}"
448,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Angel cake ### Output:{'ingredients': ""['Farina 00', 'Albumi', 'Cremor tartaro', 'Zucchero', 'Estratto di mandorla', 'Baccello di vaniglia', 'Sale fino']"", 'description': 'The dessert, named ""Angel Cake,"" is a light and airy delicacy. It is characterized by its delicate sweetness and fluffy texture. The cake is made using fine Italian flour (Farina 00), egg whites (Albumi), cream of tartar (Cremor tartaro), sugar (Zucchero), almond extract (Estratto di mandorla), vanilla bean (Baccello di vaniglia), and fine salt (Sale fino).', 'allergen': ""['Egg']"", 'Additional_information': ""['Gluten free']""}"
449,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Cipolline in agrodolce ### Output:{'ingredients': ""['Cipolle borettane', 'Aceto di mele', 'Zucchero di canna', 'Burro', 'Acqua', 'Timo', 'Sale fino', 'Pepe nero']"", 'description': '""Cipolline in agrodolce"" are caramelized sweet onions cooked in a sweet and sour sauce made from apple cider vinegar and brown sugar, finished with butter and flavored with thyme, salt, and black pepper.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
450,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Plumcake alle verdure ### Output:{'ingredients': ""['Uova', 'Farina 00', 'Olio di semi', 'Latte intero', 'Lievito istantaneo per preparazioni salate', 'Grana Padano DOP', 'Sale fino', 'Pepe nero', 'Zucchine', 'Carote', 'Pisellini', 'Scamorza (provola)', 'Olive taggiasche', 'Peperoni']"", 'description': '""Plumcake alle verdure"" is a savory cake made using refined flour, eggs, vegetable oil, whole milk, instant yeast for savory preparations, Grana Padano DOP cheese, fine salt, black pepper, zucchini, carrots, peas, scamorza (provola), Taggiasche olives, and bell peppers.', 'allergen': ""['Egg', 'Latte', 'Sulfur dioxide and sulphites']"", 'Additional_information': ""['Vegetarian']""}"
451,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Flan di spinaci e taleggio ### Output:{'ingredients': '[\'Spinaci\', \'Grana Padano DOP\', \'Pinoli\', \'Uova\', \'Latte intero\', \'Noce moscata\', \'Sale fino\', \'Pepe nero\', ""Olio extravergine d\'oliva"", \'Taleggio\', \'Latte intero\']', 'description': '""Flan di spinaci e taleggio"" is a dish made with spinach, Grana Padano DOP cheese, pine nuts, eggs, whole milk, nutmeg, fine salt, black pepper, extra virgin olive oil, Taleggio cheese, and more whole milk.', 'allergen': ""['Egg', 'Latte', 'Nuts']"", 'Additional_information': ""['Vegetarian']""}"
452,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Petto di pollo all’arancia ### Output:{'ingredients': '[\'Petto di pollo\', ""Succo d\'arancia"", \'Farina 00\', \'Burro\', \'Grand Marnier\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\', \'Pomodorini datterini\', \'Aglio\', \'Timo\', ""Olio extravergine d\'oliva"", \'Sale fino\', \'Pepe nero\']', 'description': '""Petto di pollo all’arancia"" is a dish featuring chicken breast cooked in a zesty orange sauce, enriched with a hint of Grand Marnier for added depth. The chicken is lightly coated in flour and pan-seared to perfection, then simmered in a mixture of orange juice, garlic, cherry tomatoes, and aromatic herbs. A touch of olive oil, salt, and pepper finalize this exquisite dish, resulting in a harmonious blend of flavors that is both savory and refreshing.', 'allergen': ""['Cereals', 'Crustaceans', 'Egg', 'Fish', 'Peanuts', 'SOYBEAN', 'Latte', 'Nuts', 'Celery', 'Mustard', 'Sesame seeds', 'Sulfur dioxide and sulphites', 'Shell', 'Clams']"", 'Additional_information': ""['Gluten free']""}"
453,"<s>[INST]As a restaurant menu manager, your role is to gather below informations based on input  (Name of the dish).
    generate the output ### Input data:Zuccotto di pandoro ### Output:{'ingredients': ""['Pandoro', 'Zucchero a velo', 'Ricotta vaccina', 'Cioccolato fondente', 'Arance', 'Zucchero a velo', 'Cioccolato fondente', 'Panna fresca liquida']"", 'description': '""Zuccotto di Pandoro"" is a delightful Italian dessert that features the iconic sweet bread, Pandoro, transformed into a dome-shaped cake. This dessert is then dusted with powdered sugar, giving it a snow-kissed appearance. The luscious filling is made from rich and velvety cow\'s milk ricotta, melted dark chocolate, and fresh orange zest. For the perfect finishing touch, it is adorned with a drizzle of dark chocolate and a whipped cream topping, making each bite a true gastronomic pleasure.', 'allergen': ""['Latte']"", 'Additional_information': ""['Gluten free', 'Vegetarian']""}"
