,Text
151,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:🤩Lasciati stupire daiGoT SRL🤩 
Venite a scoprire i nostri deliziosi piatti della tradizione italiana e preparati con ingredienti appena colti.✨ 
I nostri piatti richiedono cura ed amore come ci contraddistingue da qualsiasi altro ristorante.
😋A partire da oggi, noi di aiGoT SRL saremo orgogliosi di servirvi con passione🤩Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
152,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:🤩Lasciati stupire daiGoT SRL🤩 
Venite a scoprire i nostri deliziosi piatti della tradizione italiana e preparati con ingredienti appena colti.✨ 
I nostri piatti richiedono cura ed amore come ci contraddistingue da qualsiasi altro ristorante.
😋A partire da oggi, noi di aiGoT SRL saremo orgogliosi di servirvi con passione🤩Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
153,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:👌 Venite a provare i nostri speciali piatti 🍝e prelibate bevande 🍸 presso il ristorante aiGoT SRL. Avrete un'ottima esperienza 🤩 e prezzi convenienti 🤑. Venite a vedere da soli 🤗Siamo a Pisa in Via Oberdan 14
Vienici a trovare
👉 A pranzo tutti i giorni tranne il sabato e domenica"
154,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Benvenuti neI Condotti - Il ristorante pronto a soddisfare tutti i vostri desideri culinari!💥
Siamo orgogliosi di offrire un'ampia selezione di piatti nazionali e internazionali preparati con la passione ed esperienza dei nostri chef esperti.💙
Provate le nostre specialità, tra cui antipasti, primi piatti, secondi piatti e dolci, tutti preparati con ingredienti freschi e di qualità.😍
Venite a trascorrere un piacevole momento culinario presso I Condotti!🌸
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
155,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Benvenuti neI Condotti - Il ristorante pronto a soddisfare tutti i vostri desideri culinari!💥
Siamo orgogliosi di offrire un'ampia selezione di piatti nazionali e internazionali preparati con la passione ed esperienza dei nostri chef esperti.💙
Provate le nostre specialità, tra cui antipasti, primi piatti, secondi piatti e dolci, tutti preparati con ingredienti freschi e di qualità.😍
Venite a trascorrere un piacevole momento culinario presso I Condotti!🌸
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
156,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:Benvenuti neI Condotti - Il ristorante pronto a soddisfare tutti i vostri desideri culinari!💥
Siamo orgogliosi di offrire un'ampia selezione di piatti nazionali e internazionali preparati con la passione ed esperienza dei nostri chef esperti.💙
Provate le nostre specialità, tra cui antipasti, primi piatti, secondi piatti e dolci, tutti preparati con ingredienti freschi e di qualità.😍
Venite a trascorrere un piacevole momento culinario presso I Condotti!🌸
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
157,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Ideal customer', 'Personas': {'Age': '18-65', 'Type': 'Other', 'FacebookInterests': ['Restaurants ,Quick casual restaurants ,Subway (ristorante)']}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
158,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Returning From Holidays', 'Personas': {'Age': '18-65', 'Behaviours': ['Returned from a trip 2 weeks ago or 1 week ago']}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
159,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Offsite', 'Personas': {'Age': '18-65', 'DemographicData': 'Far from family, far from the city of origin'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
160,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Newlyweds', 'Personas': {'Age': '18-65', 'DemographicData': 'Newlyweds (1 month, 3 months, 6 months)'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
161,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Anniversaries', 'Personas': {'Age': '18-65', 'DemographicData': 'Anniversary within 31-60 days'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
162,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Vegan', 'Personas': {'Age': '18-65', 'Interests': 'Veganism'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
163,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Vegetarian', 'Personas': {'Age': '18-65', 'Interests': 'Vegetarianism'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
164,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'I Single', 'Personas': {'Age': '18-65', 'DemographicData': 'Divorced, Single, Separated, Widowed'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
165,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Graduating Student', 'Personas': {'Age': '18-65', 'DemographicData': 'University years 2020-2023'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
166,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Saver', 'Personas': {'Age': '18-65', 'Interests': 'Coupon, Discount'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
167,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The couples', 'Personas': {'Age': '18-65', 'Interests': 'Partner, Officially engaged, in a relationship, open relationship, married, civil union'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
168,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
169,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
170,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
171,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
172,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
173,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:Non perderti l'eccellenza culinaria di I Condotti!💞
Abbiamo una varietà di piatti per soddisfare i tuoi gusti.😍
Venite a gustare le nostre specialità e il nostro personale accogliente vi farà sentire a proprio agio.💙
Sia che tu preferisca il gusto moderno o tradizionale, I Condotti è il posto giusto.💜
Prendi al volo questa occasione e gusteremo le nostre prelibatezze!💖
Siamo a Ghezzano in Via Giosuè Carducci, 1
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
174,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The Vegan', 'Personas': {'Age': '18-65', 'Interests': 'Veganism'}} ### Output:Dolci fatti con amore! Tanti prodotti di pasticceria ti aspettano per una gustosa colazione, un momento di relax o per festeggiare insieme un evento speciale. Disponibile soluzioni per vegani."
175,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'Commuters', 'Personas': {'Age': '18-65', 'Behaviors': 'Commuters'}} ### Output:😇Il posto dei giovani! Esci con noi!😻
🌏Incontraci in Via Giosuè Carducci, 1, Ghezzano ⌚
None ⏳
Se hai bisogno di maggiori informazioni puoi contattarci su whatsapp GOOGLE-REG☎️ 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
176,"<s>[INST] As an advertising manager, your task is to generate campaign descriptions based on the provided Goal [Ideal customer,Offsite Age,The Newlyweds,The Anniversaries,The Vegan, The Vegetarian,The Single,The Graduating Student,The Saver,The Couples,Commuters,The Tourist] and buyer's persona's . 
Craft four descriptions tailored specifically for restaurants based on the provided goal and buyers persona. Incorporate hashtags, emojis, and persuasive call-to-action to drive engagement and conversions..
Your role is to provide three descriptions based on the campaign Name & Interest in a dictionary. 
 ### Input data:{'category': 'The tourist', 'Personas': {'Age': '18-65', 'Behaviors': 'tourist'}} ### Output:😇Il posto dei giovani! Esci con noi!😻
🌏Incontraci in Via Giosuè Carducci, 1, Ghezzano ⌚
None ⏳
Se hai bisogno di maggiori informazioni puoi contattarci su whatsapp GOOGLE-REG☎️ 
Vienici a trovare
👉 A pranzo tutti i giorni tranne il lunedì
👉 A cena tutti i giorni tranne il lunedì"
